name,metier,phone,ville,departement,region,region_label,rating,reviews,hours_status,is_open_now,address,maps_url,siret,created_at,age_years,legal_status,naf_code
Berry Chauffage,plombier,02 54 34 00 00,Chateauroux,Indre,centre,Centre-Val de Loire,"4,8",12,Ouvre à 08:00 ven.,non,159 Rue Ampère,https://www.google.com/maps/place/Berry+Chauffage/data=!4m7!3m6!1s0x47fb09e05d75d333:0x61cb0d258d4ca56e!8m2!3d46.8144029!4d1.7226059!16s%2Fg%2F119w6s_2c!19sChIJM9N1XeAJ-0cRbqVMjSUNy2E?authuser=0&hl=fr&rclk=1,48992042100067,2006-04-20,20,actif,43.22A
Petiot Michel,plombier,02 54 21 75 09,Issoudun,Indre,centre,Centre-Val de Loire,"4,7",12,,non,,https://www.google.com/maps/place/Petiot+Michel/data=!4m7!3m6!1s0x47fb02e26fd0c699:0xe9c9c06d5266cacf!8m2!3d46.9383917!4d1.9201717!16s%2Fg%2F1tf7g0db!19sChIJmcbQb-IC-0cRz8pmUm3Ayek?authuser=0&hl=fr&rclk=1,43944811900032,2001-05-02,25,actif,86.22C
Entreprise Lefort François,plombier,02 48 50 19 67,Bourges,Cher,centre,Centre-Val de Loire,"3,3",11,Ouvre à 07:30 ven.,non,,https://www.google.com/maps/place/Entreprise+Lefort+Fran%C3%A7ois/data=!4m7!3m6!1s0x47fa960d9e0eefb3:0x135bef077f7c2d1b!8m2!3d47.1078723!4d2.3971185!16s%2Fg%2F11b6d83sqh!19sChIJs-8Ong2W-kcRGy18fwfvWxM?authuser=0&hl=fr&rclk=1,33319500600064,1985-08-05,40,radie,43.22A
SARL Mathieu Metivier,plombier,02 48 25 17 20,Bourges,Cher,centre,Centre-Val de Loire,"4,8",10,Ouvre à 08:00 ven.,non,94 Rue Emile Martin,https://www.google.com/maps/place/SARL+Mathieu+Metivier/data=!4m7!3m6!1s0xa2c9f2495584f061:0x86944d633072da8e!8m2!3d47.0781172!4d2.4075803!16s%2Fg%2F11q85lmpgt!19sChIJYfCEVUnyyaIRjtpyMGNNlIY?authuser=0&hl=fr&rclk=1,90104308300020,2021-07-02,4,actif,43.22B
Beurrier Eric,plombier,02 54 22 28 36,Chateauroux,Indre,centre,Centre-Val de Loire,"4,4",9,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/Beurrier+Eric/data=!4m7!3m6!1s0x47fba07765358ea7:0xb8888499546abb34!8m2!3d46.8103911!4d1.650747!16s%2Fg%2F1w0q_87x!19sChIJp441ZXeg-0cRNLtqVJmEiLg?authuser=0&hl=fr&rclk=1,39153680200013,1993-07-05,32,actif,43.22B
A.c.i.a,plombier,02 54 03 09 62,Issoudun,Indre,centre,Centre-Val de Loire,"3,3",9,Ouvre à 08:00 ven.,non,Rue des Coinchettes,https://www.google.com/maps/place/A.c.i.a/data=!4m7!3m6!1s0x47fafcda07edb6fd:0x1ce1a0f1a8a2d9eb!8m2!3d46.9535971!4d2.011612!16s%2Fg%2F113fbvtd5!19sChIJ_bbtB9r8-kcR69miqPGg4Rw?authuser=0&hl=fr&rclk=1,42204022000044,1999-02-22,27,actif,43.22B
Plomberie Hamil,plombier,06 33 96 69 71,Issoudun,Indre,centre,Centre-Val de Loire,"5,0",8,Ouvre à 09:00 ven.,non,,https://www.google.com/maps/place/Plomberie+Hamil/data=!4m7!3m6!1s0x47fb033fb399eedf:0xb0dbc875b02b56bd!8m2!3d46.93839!4d1.91717!16s%2Fg%2F11r97dn6pp!19sChIJ3-6Zsz8D-0cRvVYrsHXI27A?authuser=0&hl=fr&rclk=1,32428771300014,,,C,00.10
XB Plomberie,plombier,06 63 54 36 87,Bourges,Cher,centre,Centre-Val de Loire,"5,0",7,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/XB+Plomberie/data=!4m7!3m6!1s0x4add41410004372d:0xfa121f8e780d0c1e!8m2!3d47.1056832!4d2.512802!16s%2Fg%2F11wxlglbty!19sChIJLTcEAEFB3UoRHgwNeI4fEvo?authuser=0&hl=fr&rclk=1,90918197600012,2022-01-03,4,actif,47.64Z
bachelier m,plombier,06 58 84 87 57,Vierzon,Cher,centre,Centre-Val de Loire,"5,0",7,Ouvre à 09:00 ven.,non,1 Rue François Mitterrand,https://www.google.com/maps/place/bachelier+m/data=!4m7!3m6!1s0x47fad96392455555:0x630affd09298bf2e!8m2!3d47.221583!4d2.060798!16s%2Fg%2F11f5btjfzt!19sChIJVVVFkmPZ-kcRLr-YktD_CmM?authuser=0&hl=fr&rclk=1,91159745800023,2022-03-18,4,actif,47.19B
ABP Plomberie,plombier,06 62 27 12 67,Chateauroux,Indre,centre,Centre-Val de Loire,"4,7",7,Ouvre à 08:00 ven.,non,41 Rue de l'Horloge,https://www.google.com/maps/place/ABP+Plomberie/data=!4m7!3m6!1s0x47fb0a1e0e04c51f:0xcd0255a562d6f3a0!8m2!3d46.8277914!4d1.7033758!16s%2Fg%2F11btmq_6sn!19sChIJH8UEDh4K-0cRoPPWYqVVAs0?authuser=0&hl=fr&rclk=1,45260755900021,2004-01-17,22,actif,43.22A
Villoin Patrick,plombier,02 48 52 21 55,Vierzon,Cher,centre,Centre-Val de Loire,"4,7",7,,non,34 Rue André Guillemain,https://www.google.com/maps/place/Villoin+Patrick/data=!4m7!3m6!1s0x47fada4a32134ff7:0x3d03936117d37ea!8m2!3d47.215268!4d2.0809989!16s%2Fg%2F11b6dqstfz!19sChIJ908TMkra-kcR6jd9ETY50AM?authuser=0&hl=fr&rclk=1,80067736100027,2014-03-01,12,actif,43.22A
Couët Martial,plombier,02 48 26 51 04,Bourges,Cher,centre,Centre-Val de Loire,"3,1",7,Ouvre à 08:30 ven.,non,8 Rue Traversière,https://www.google.com/maps/place/Cou%C3%ABt+Martial/data=!4m7!3m6!1s0x47fa94c500abc187:0x686df97631cbc458!8m2!3d47.0623638!4d2.3197044!16s%2Fg%2F1tngpn6z!19sChIJh8GrAMWU-kcRWMTLMXb5bWg?authuser=0&hl=fr&rclk=1,41457210700012,1997-12-01,28,actif,43.22A
Rénopro – Plomberie Dépannage Urgence Bourges,plombier,06 72 98 81 79,Bourges,Cher,centre,Centre-Val de Loire,"5,0",5,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/R%C3%A9nopro+%E2%80%93+Plomberie+D%C3%A9pannage+Urgence+Bourges/data=!4m7!3m6!1s0x2064af1c07463a7d:0xcaf4650d03edb36e!8m2!3d47.0780351!4d2.398298!16s%2Fg%2F11ym0c_q52!19sChIJfTpGBxyvZCARbrPtAw1l9Mo?authuser=0&hl=fr&rclk=1,,,,inconnu,
TBP - Thomas Blain Plomberie,plombier,06 70 62 56 57,Bourges,Cher,centre,Centre-Val de Loire,"5,0",5,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/TBP+-+Thomas+Blain+Plomberie/data=!4m7!3m6!1s0xab8348c7a065d78f:0x528efd11a67005d0!8m2!3d46.9879666!4d2.5229842!16s%2Fg%2F11zk8q5d2b!19sChIJj9dloMdIg6sR0AVwphH9jlI?authuser=0&hl=fr&rclk=1,99082685100018,2025-10-01,0,actif,43.22A
Sté Nouvelle Nandillon,plombier,02 48 50 02 07,Bourges,Cher,centre,Centre-Val de Loire,"3,8",5,Ouvre à 08:00 ven.,non,11 Rue Théophile Lamy,https://www.google.com/maps/place/St%C3%A9+Nouvelle+Nandillon/data=!4m7!3m6!1s0x47fa95cec03e6a21:0xed322f23b48f685f!8m2!3d47.0766674!4d2.3903766!16s%2Fg%2F11mvb3bnrw!19sChIJIWo-wM6V-kcRX2iPtCMvMu0?authuser=0&hl=fr&rclk=1,40513260600014,1996-03-01,30,actif,52.4E
Doradoux-Duthin SAS,plombier,02 54 21 16 97,Issoudun,Indre,centre,Centre-Val de Loire,"2,8",4,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/Doradoux-Duthin+SAS/data=!4m7!3m6!1s0x47fafd025f93a599:0xd6b521706ddcf818!8m2!3d46.9464929!4d2.0011735!16s%2Fg%2F11p_95j1p1!19sChIJmaWTXwL9-kcRGPjcbXAhtdY?authuser=0&hl=fr&rclk=1,40513169900028,1996-04-01,30,actif,43.22A
Debouchage canalisations,plombier,02 54 43 59 58,Chateauroux,Indre,centre,Centre-Val de Loire,"5,0",3,,non,,https://www.google.com/maps/place/Debouchage+canalisations/data=!4m7!3m6!1s0x47fba0a8199b8a17:0x2cc02f13782f010d!8m2!3d46.8123095!4d1.6942232!16s%2Fg%2F11hz8rqfj5!19sChIJF4qbGaig-0cRDQEveBMvwCw?authuser=0&hl=fr&rclk=1,84941134300031,2019-04-01,7,actif,37.00Z
ALM PLOMBERIE,plombier,06 85 85 84 63,Bourges,Cher,centre,Centre-Val de Loire,"5,0",3,Ouvre à 07:30 ven.,non,,https://www.google.com/maps/place/ALM+PLOMBERIE/data=!4m7!3m6!1s0x47fabf327b0dbd51:0xba556a4fc200435c!8m2!3d47.127757!4d2.3690112!16s%2Fg%2F11j1fjs69y!19sChIJUb0NezK_-kcRXEMAwk9qVbo?authuser=0&hl=fr&rclk=1,81152264800013,2015-05-13,11,actif,43.22A
Laadjel Abdel,plombier,02 48 24 82 88,Bourges,Cher,centre,Centre-Val de Loire,"5,0",3,,non,Laadjel Abdel,https://www.google.com/maps/place/Laadjel+Abdel/data=!4m7!3m6!1s0x47fa908bf6de03c9:0x36699854fa14851c!8m2!3d47.0323667!4d2.4366496!16s%2Fg%2F1tdmjvcl!19sChIJyQPe9ouQ-kcRHIUU-lSYaTY?authuser=0&hl=fr&rclk=1,42019592700033,1998-10-01,27,actif,43.22A
Mellouk Abdelaziz,plombier,06 69 47 41 73,Bourges,Cher,centre,Centre-Val de Loire,"5,0",3,Ouvre à 09:00 ven.,non,Mellouk Abdelaziz,https://www.google.com/maps/place/Mellouk+Abdelaziz/data=!4m7!3m6!1s0x47fa941635354f9b:0x3e847231fa85ef6a!8m2!3d46.9880074!4d2.5496588!16s%2Fg%2F11b6d6nnk1!19sChIJm081NRaU-kcRau-F-jFyhD4?authuser=0&hl=fr&rclk=1,88031799500012,2020-02-01,6,C,49.32Z
DT-dépannage :électricité et plomberie,plombier,07 67 94 73 55,Bourges,Cher,centre,Centre-Val de Loire,"5,0",3,Fermé,non,,https://www.google.com/maps/place/DT-d%C3%A9pannage+:%C3%A9lectricit%C3%A9+et+plomberie/data=!4m7!3m6!1s0x47fa95f6d505a8e3:0xf9e2d1f6ed69c4d4!8m2!3d47.0935842!4d2.3243483!16s%2Fg%2F11lwwqkrzc!19sChIJ46gF1faV-kcR1MRp7fbR4vk?authuser=0&hl=fr&rclk=1,98873181600019,2025-07-01,0,actif,96.02B
Mery Franck,plombier,02 54 34 48 24,Chateauroux,Indre,centre,Centre-Val de Loire,"4,0",3,,non,14 Bd de Saint-Maur,https://www.google.com/maps/place/Mery+Franck/data=!4m7!3m6!1s0x47fba097d5e3f281:0x9af6804d32fe136e!8m2!3d46.8176167!4d1.6780843!16s%2Fg%2F1w454zwh!19sChIJgfLj1Zeg-0cRbhP-Mk2A9po?authuser=0&hl=fr&rclk=1,44311307100049,2002-09-01,23,actif,43.22A
ASSISTANCE SERVICES Établissement Fermé depuis le 30 Juin 2023,plombier,02 48 68 09 13,Bourges,Cher,centre,Centre-Val de Loire,"3,7",3,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/ASSISTANCE+SERVICES+%C3%89tablissement+Ferm%C3%A9+depuis+le+30+Juin+2023/data=!4m7!3m6!1s0x47fa961152a9b013:0xc25082ca5cbe0909!8m2!3d47.0972193!4d2.4106431!16s%2Fg%2F11b6dqn9mt!19sChIJE7CpUhGW-kcRCQm-XMqCUMI?authuser=0&hl=fr&rclk=1,,,,inconnu,
Pimenta Claudio,plombier,06 28 25 78 22,Chateauroux,Indre,centre,Centre-Val de Loire,"5,0",2,Ouvre à 08:00 ven.,non,Rue Jorge Carrasco,https://www.google.com/maps/place/Pimenta+Claudio/data=!4m7!3m6!1s0x47fb75381ad0fa15:0xde758e2144d98fcc!8m2!3d46.7979584!4d1.6843727!16s%2Fg%2F11h0t8k6w2!19sChIJFfrQGjh1-0cRzI_ZRCGOdd4?authuser=0&hl=fr&rclk=1,83477936500024,2018-02-01,8,actif,43.22B
A.m.p.c,plombier,02 18 28 70 29,Issoudun,Indre,centre,Centre-Val de Loire,"3,0",2,,non,,https://www.google.com/maps/place/A.m.p.c/data=!4m7!3m6!1s0x47fafccb93b45a83:0xfc4f815767ea7964!8m2!3d46.9593773!4d2.0209956!16s%2Fg%2F1hcb36ryx!19sChIJg1q0k8v8-kcRZHnqZ1eBT_w?authuser=0&hl=fr&rclk=1,52388782600023,2010-07-03,15,actif,43.22A
Mouroux Entreprise SAS,plombier,02 54 34 37 64,Chateauroux,Indre,centre,Centre-Val de Loire,"5,0",1,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/Mouroux+Entreprise+SAS/data=!4m7!3m6!1s0x47fba754a5cb89b9:0x89e9afe91bd7b0f!8m2!3d46.802282!4d1.690286!16s%2Fg%2F11flpvvvr7!19sChIJuYnLpVSn-0cRD3u9kf6angg?authuser=0&hl=fr&rclk=1,53892145300014,2012-01-05,14,actif,43.22A
Etablissements Merot David,plombier,06 25 74 32 41,Chateauroux,Indre,centre,Centre-Val de Loire,"5,0",1,,non,14 Rue du Rochat,https://www.google.com/maps/place/Etablissements+Merot+David/data=!4m7!3m6!1s0x47fb0a1b253e5a87:0xa52126e18a885dd9!8m2!3d46.8230687!4d1.6969958!16s%2Fg%2F11b6dr83rs!19sChIJh1o-JRsK-0cR2V2IiuEmIaU?authuser=0&hl=fr&rclk=1,49926660900019,2007-08-01,18,actif,43.22A
Sarl Da Silva Plomb Chauf,plombier,06 82 82 04 28,Bourges,Cher,centre,Centre-Val de Loire,"5,0",1,Ouvre à 08:30 ven.,non,,https://www.google.com/maps/place/Sarl+Da+Silva+Plomb+Chauf/data=!4m7!3m6!1s0x47fabde63dd6132f:0x53fa097fc5692cc2!8m2!3d47.1268167!4d2.4060863!16s%2Fg%2F113fqxk1f!19sChIJLxPWPea9-kcRwixpxX8J-lM?authuser=0&hl=fr&rclk=1,,,,inconnu,
SNAV,plombier,06 72 63 36 45,Bourges,Cher,centre,Centre-Val de Loire,"5,0",1,Ouvre à 07:00 ven.,non,ZA Esprit 1 - Port Sec - Rue Albert Einstein,https://www.google.com/maps/place/SNAV/data=!4m7!3m6!1s0x47fa9633d8526369:0x107c48af6b0d5b30!8m2!3d47.097589!4d2.432216!16s%2Fg%2F1tf9s5g8!19sChIJaWNS2DOW-kcRMFsNa69IfBA?authuser=0&hl=fr&rclk=1,42274635400014,1999-01-01,27,actif,47.11C
Les Compagnons De L'Indre,plombier,02 54 42 75 37,Chateauroux,Indre,centre,Centre-Val de Loire,"1,0",1,Ouvre à 09:00 ven.,non,,https://www.google.com/maps/place/Les+Compagnons+De+L%27Indre/data=!4m7!3m6!1s0x47fba0a8199b8a17:0xbb98b39b6be90ef2!8m2!3d46.8123095!4d1.6942232!16s%2Fg%2F11vx3mzy3n!19sChIJF4qbGaig-0cR8g7pa5uzmLs?authuser=0&hl=fr&rclk=1,49094515100127,2006-07-01,19,actif,43.21A
Vassault Didier,plombier,02 48 50 32 92,Bourges,Cher,centre,Centre-Val de Loire,,0,Ouvre à 08:30 ven.,non,,https://www.google.com/maps/place/Vassault+Didier/data=!4m7!3m6!1s0x47fa96502cdf1cc7:0x25bc178d04830643!8m2!3d47.0808743!4d2.4277584!16s%2Fg%2F1tffyw31!19sChIJxxzfLFCW-kcRQwaDBI0XvCU?authuser=0&hl=fr&rclk=1,53152849500017,2011-04-04,15,radie,43.22A
Julien Didier,plombier,06 74 33 72 34,Bourges,Cher,centre,Centre-Val de Loire,,0,Ouvre à 08:00 ven.,non,,https://www.google.com/maps/place/Julien+Didier/data=!4m7!3m6!1s0x47fa957fafd5495b:0x8dc3d6be502b284f!8m2!3d47.0823906!4d2.3954114!16s%2Fg%2F11btlwpbw4!19sChIJW0nVr3-V-kcRTygrUL7Ww40?authuser=0&hl=fr&rclk=1,37787950700012,1990-04-01,36,radie,33.12Z
