name,metier,phone,ville,departement,region,region_label,rating,reviews,hours_status,is_open_now,address,maps_url,siret,created_at,age_years,legal_status,naf_code
Tivolec,electricien,06 82 80 23 59,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",11,Ferme bientôt · 12:30 · Rouvre à 13:30,non,"Arnis, 1075 Route d'Arnis, 46000 Cahors","https://www.google.com/maps/place/Tivolec/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12ac8a168e4b923f:0x91fcdfc19902bd8b!8m2!3d44.406441!4d1.456676!15sCg9lbGVjdHJpY2llbiBMb3RaESIPZWxlY3RyaWNpZW4gbG90kgELZWxlY3RyaWNpYW6aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXhOM0JJTVRKQlJSQULgAQD6AQQIABAn!16s%2Fg%2F11b6dq3ys1?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",51747636200028,2009-10-01,16,actif,43.21A
Eurl Carmona Elec,electricien,06 06 74 71 68,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,3",6,Ouvert · Ferme à 18:00,oui,"Rte de Saint-Cirice, 46000 Cahors","https://www.google.com/maps/place/Eurl+Carmona+Elec/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12ac8bac5e3ae911:0xef89f29c9af88b1c!8m2!3d44.4258847!4d1.478182!15sCg9lbGVjdHJpY2llbiBMb3RaESIPZWxlY3RyaWNpZW4gbG90kgELZWxlY3RyaWNpYW6aASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVUkJhSFIxWWtKbkVBReABAPoBBAgAEA4!16s%2Fg%2F11b6dpcnq5?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",75068122300012,2012-04-01,14,actif,43.21A
46 ELEC Cessac Christophe,electricien,06 72 62 53 87,Gourdon,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",17,Ouvert · Ferme à 19:00,oui,"30 Rue du Corps Franc Pommies, 46300 Gourdon","https://www.google.com/maps/place/46+ELEC+Cessac+Christophe/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12ab6162decce071:0xcd1a3b280ae8541c!8m2!3d44.7371307!4d1.3839137!15sCg9lbGVjdHJpY2llbiBMb3RaESIPZWxlY3RyaWNpZW4gbG90kgELZWxlY3RyaWNpYW6aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnM1UlZnd2NFSlJiWGhIWTBWNFdVMXVXWGhXUlZKcFlsY3hlR0ZJWXhBQuABAPoBBAgvEEM!16s%2Fg%2F11tjhg37p8?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",40121180000016,1995-06-20,30,actif,56.10A
Barrière Philippe,electricien,06 80 87 41 73,Gramat,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,,non,"Rue de la Croix David, 46500 Gramat","https://www.google.com/maps/place/Barri%C3%A8re+Philippe/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12acdba1c818b20d:0xf9910cc4291e7372!8m2!3d44.7848397!4d1.718929!15sCg9lbGVjdHJpY2llbiBMb3SSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11b6d6lb0q?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",38833170400048,1992-05-11,34,actif,68.20B
Lafon Jean-Jacques,electricien,05 65 30 89 88,Prayssac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"3,4",5,Ferme bientôt · 12:00 · Rouvre à 14:00,non,46220 Prayssac,"https://www.google.com/maps/place/Lafon+Jean-Jacques/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12ab7d46995c8289:0x3bb29e4d54de843f!8m2!3d44.5312539!4d1.197359!15sCg9lbGVjdHJpY2llbiBMb3RaESIPZWxlY3RyaWNpZW4gbG90kgELZWxlY3RyaWNpYW6aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnNPR0ZIVUUxM0VBReABAPoBBAgAECA!16s%2Fg%2F11b6dgctl8?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",89400814300014,2021-02-08,5,actif,70.22Z
Quercy Élec 46,electricien,06 27 37 46 39,Saint-Projet,Lot,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 20:00,oui,46300 Saint-Projet,"https://www.google.com/maps/place/Quercy+%C3%89lec+46/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12acbf47757c9daf:0xffbb553fb80a6fa8!8m2!3d44.754057!4d1.502591!15sCg9lbGVjdHJpY2llbiBMb3SSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1pt_sw416?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",80115970800016,2014-04-01,12,C,43.21A
Pinto Lopes Victor,electricien,05 65 37 02 35,Ginouillac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",2,,non,"Merlies, 46300 Ginouillac","https://www.google.com/maps/place/Pinto+Lopes+Victor/@44.7397279,-0.4780533,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x12acbf821d76aafb:0x5e685f1818786735!8m2!3d44.7274!4d1.515965!15sCg9lbGVjdHJpY2llbiBMb3SSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1tdjmd4d?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",39852026200021,1994-10-01,31,C,43.21A
IMD Sud Ouest,electricien,07 82 14 81 28,Clairac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",2,Ouvert · Ferme à 18:00,oui,"8 Rue du Couloume, 47320 Clairac","https://www.google.com/maps/place/IMD+Sud+Ouest/@44.355181,-1.9369599,8z/data=!4m10!1m2!2m1!1selectricien+Lot!3m6!1s0x238497ff98d1c297:0x1e985dd9705436f0!8m2!3d44.355181!4d0.370169!15sCg9lbGVjdHJpY2llbiBMb3RaESIPZWxlY3RyaWNpZW4gbG90kgELZWxlY3RyaWNpYW6aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhHVVZGVVRUTlZhMlJMVmxkT1ZWWlZhSFZqUmxwclYxWnNlVk51WXhBQuABAPoBBQjRARBF!16s%2Fg%2F11xcv0lqp5?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",98497558100013,2024-02-24,2,actif,33.20D
Electricité Verdié,electricien,05 65 35 35 84,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,,,,non,"174 Rue du Pot Trinquat, 46000 Cahors","https://www.google.com/maps/place/Electricit%C3%A9+Verdi%C3%A9/@44.4418367,0.2838899,9z/data=!4m10!1m2!2m1!1selectricien+Cahors!3m6!1s0x12ac896418f73373:0xbc83368372673063!8m2!3d44.4418367!4d1.4374544!15sChJlbGVjdHJpY2llbiBDYWhvcnOSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1td3tjtm?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Luminaires Marty Baudin,electricien,05 65 35 27 64,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"3,2",6,Ferme bientôt · 12:15 · Rouvre à 14:15,non,"24 Rue du Maréchal Joffre, 46000 Cahors","https://www.google.com/maps/place/Luminaires+Marty+Baudin/@44.4418367,0.2838899,9z/data=!4m10!1m2!2m1!1selectricien+Cahors!3m6!1s0x12ac895fb11377f9:0x14547c81e1c229f2!8m2!3d44.4466206!4d1.4413162!15sChJlbGVjdHJpY2llbiBDYWhvcnOSAQ5saWdodGluZ19zdG9yZeABAA!16s%2Fg%2F1tdbsy6v?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",84360791200014,2018-11-05,7,actif,47.29Z
Faux Plafonds Brivist,electricien,05 65 21 27 97,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,,,,non,"Rue Mottecave, 46000 Cahors","https://www.google.com/maps/place/Faux+Plafonds+Brivist/@44.4418367,0.2838899,9z/data=!4m10!1m2!2m1!1selectricien+Cahors!3m6!1s0x12ac89529359f1bf:0xaacc97636a3fb54!8m2!3d44.4647055!4d1.4342486!15sChJlbGVjdHJpY2llbiBDYWhvcnOSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1tj2qh_c?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
SARL SAUVAGNAC,electricien,06 75 37 87 01,,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,2",6,Ouvert · Ferme à 18:00,oui,,"https://www.google.com/maps/place/SARL+SAUVAGNAC/@44.4418367,0.2838899,9z/data=!4m10!1m2!2m1!1selectricien+Cahors!3m6!1s0x12ac896b5727b237:0xeb8e2746eaf588ad!8m2!3d44.407125!4d1.0350994!15sChJlbGVjdHJpY2llbiBDYWhvcnOSAQdwbHVtYmVy4AEA!16s%2Fg%2F11g9f6f853?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",39494505900027,1994-04-05,32,actif,20.42Z
DR CLIM ELEC,electricien,06 67 78 17 76,Viazac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",28,Ouvert · Ferme à 18:00,oui,"Cavialle, 46100 Viazac","https://www.google.com/maps/place/DR+CLIM+ELEC/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12b161bedc3c1e9f:0x4644fdecd9cfa015!8m2!3d44.6476292!4d2.0776166!15sChJlbGVjdHJpY2llbiBGaWdlYWNaFCISZWxlY3RyaWNpZW4gZmlnZWFjkgELZWxlY3RyaWNpYW6aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmFhR05JZGsxUkVBReABAPoBBAg4EA4!16s%2Fg%2F11lfldy55t?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",52794913500042,2010-10-12,15,actif,43.22B
raph'elec,electricien,06 49 41 66 00,Figeac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 18:00,oui,"Taverly, 46100 Figeac","https://www.google.com/maps/place/raph'elec/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad11dad1d8a46f:0xb5bc2816b96ebeb9!8m2!3d44.585426!4d2.0384129!15sChJlbGVjdHJpY2llbiBGaWdlYWOSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11nyktm217?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",79050489800012,2013-01-10,13,actif,43.21A
Elec-Auto,electricien,05 65 34 59 24,Figeac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,7",35,Ferme bientôt · 12:00 · Rouvre à 14:00,non,"146 Av de, L'Aiguille ZA de, 46100 Figeac","https://www.google.com/maps/place/Elec-Auto/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad11217ac75c4b:0x767da0ffe342606b!8m2!3d44.5919085!4d2.032561!15sChJlbGVjdHJpY2llbiBGaWdlYWNaFCISZWxlY3RyaWNpZW4gZmlnZWFjkgEKY2FyX3JlcGFpcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydEtRbUV6Umt0WFIzUklZMnhHYm1RelRrcFdhM0JWWkcxYWNrOVlZeEFC4AEA-gEFCKcBEA8!16s%2Fg%2F1tf2hlly?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",30516371900027,1976-01-01,50,actif,45.20A
Sdel Massif Central,electricien,05 65 34 15 10,Figeac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",3,,non,"48 Av. Joseph Loubet, 46100 Figeac","https://www.google.com/maps/place/Sdel+Massif+Central/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad172cdcd3c999:0xf39ab355c162d491!8m2!3d44.6092138!4d2.0156347!15sChJlbGVjdHJpY2llbiBGaWdlYWOSARRjb25zdHJ1Y3Rpb25fY29tcGFueeABAA!16s%2Fg%2F1tdhph0c?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",41462264700017,1997-11-28,28,actif,42.22Z
LAFRABATIMENT,electricien,07 69 82 86 93,Viazac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 17:00,oui,"Château de, 46100 Viazac","https://www.google.com/maps/place/LAFRABATIMENT/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad15195654d9a7:0x97d6a9b35a1cf2fc!8m2!3d44.6418519!4d2.0752603!15sChJlbGVjdHJpY2llbiBGaWdlYWOSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11fq7kdg0_?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",85399825000015,2019-11-04,6,actif,43.21A
Moore Joseph,electricien,05 65 34 10 37,Figeac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,,non,"27 Av. du Faubourg du Pin, 46100 Figeac","https://www.google.com/maps/place/Moore+Joseph/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad16ccdbfbc69b:0x3fbf62b157d2ee83!8m2!3d44.6081673!4d2.039913!15sChJlbGVjdHJpY2llbiBGaWdlYWOSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1wl0655r?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",50912634800010,2008-12-01,17,actif,43.21A
CDLM.ELEC,electricien,06 09 55 18 07,Saint-Félix,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",2,Ouvert · Ferme à 17:30,oui,"Le Mas, 46100 Saint-Félix","https://www.google.com/maps/place/CDLM.ELEC/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad13f8422aa6cb:0xb6a93d487b12da27!8m2!3d44.6020712!4d2.1063437!15sChJlbGVjdHJpY2llbiBGaWdlYWNaFCISZWxlY3RyaWNpZW4gZmlnZWFjkgELZWxlY3RyaWNpYW7gAQA!16s%2Fg%2F11pqhsx_kw?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",89521329600018,2021-03-15,5,actif,43.21A
JJ ELEC 46,electricien,06 71 71 01 70,Cambes,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",7,,non,"86 rue des glycines, 46100 Cambes","https://www.google.com/maps/place/JJ+ELEC+46/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0x12ad195047aded03:0xc0dded1c84e73f66!8m2!3d44.6155078!4d1.942187!15sChJlbGVjdHJpY2llbiBGaWdlYWNaFCISZWxlY3RyaWNpZW4gZmlnZWFjkgELZWxlY3RyaWNpYW6aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjRhbUV6T0VWbkVBReABAPoBBQjvARAX!16s%2Fg%2F11j3pwl400?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",87949549700015,2019-12-01,6,actif,43.21A
Cassair Patrick,electricien,06 89 42 29 02,Viazac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"3,0",8,Ouvert 24h/24,oui,"Le Chaîne, 46100 Viazac","https://www.google.com/maps/place/Cassair+Patrick/@44.6117949,-0.2792074,8z/data=!4m9!1m2!2m1!1selectricien+Figeac!3m5!1s0x12ace01a0fe66f95:0x45efca496ea25abc!8m2!3d44.6417999!4d2.079468!16s%2Fg%2F1v4020bw?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",42389317100011,1999-08-01,26,actif,43.21A
ICC 46,electricien,06 25 34 36 45,Figeac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",18,Ouvert · Ferme à 18:00,oui,"1005 Chem. d'Embiane, 46100 Figeac","https://www.google.com/maps/place/ICC+46/@44.6117949,-0.2792074,8z/data=!4m10!1m2!2m1!1selectricien+Figeac!3m6!1s0xa9cac562ca32878f:0xdf8f4fd4f2ee043f!8m2!3d44.6063367!4d2.0473466!15sChJlbGVjdHJpY2llbiBGaWdlYWNaFCISZWxlY3RyaWNpZW4gZmlnZWFjkgESc2FuaXRhdGlvbl9zZXJ2aWNlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxNFJXUkhNVWxpV0dnMVZXNVJNRkpYWkZGWFJrcDZUMWhXVkZveVl4QULgAQD6AQQIahAQ!16s%2Fg%2F11y3kdj7f6?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",37767016100027,1990-01-02,36,actif,70.1A
Poste électrique HTB de GOURDON,electricien,,Gourdon,Lot,occitanie-rurale,Lot / Aveyron / Lozère,,,,non,"17 Braysse E, 46300 Gourdon","https://www.google.com/maps/place/Poste+%C3%A9lectrique+HTB+de+GOURDON/@44.744503,0.2352605,9z/data=!4m10!1m2!2m1!1selectricien+Gourdon!3m6!1s0x12acbd0072c05ab9:0xf7b1c838ff5b914d!8m2!3d44.744503!4d1.388825!15sChNlbGVjdHJpY2llbiBHb3VyZG9ukgEVZWxlY3RyaWNhbF9zdWJzdGF0aW9u4AEA!16s%2Fg%2F11yp__xdx1?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Plombier Montpellier Pas Cher 24h/24,plombier,07 70 04 09 90,Montpellier,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,4",50,,non,"494 Rue Léon Blum, 34000 Montpellier","https://www.google.com/maps/place/Plombier+Montpellier+Pas+Cher+24h%2F24/@44.6590748,2.3619058,8z/data=!4m10!1m2!2m1!1splombier+Lot!3m6!1s0x12b6ae2a72944fa1:0xb04162cbe5837a22!8m2!3d43.6060794!4d3.8895522!15sCgxwbG9tYmllciBMb3RaDiIMcGxvbWJpZXIgbG90kgEHcGx1bWJlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMVdSMDlYUlRSU1NHaE9Za1pTTUZwRmVHcGFhbEV3VGpCb1JFOUlZeEFC4AEA-gEECAAQMw!16s%2Fg%2F11fcsq43_y?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
DEMOULIN PLOMBERIE,plombier,04 67 81 17 08,Montpellier,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,3",102,Ouvert · Ferme à 18:00,oui,"500 Rue Léon Blum, 34000 Montpellier","https://www.google.com/maps/place/DEMOULIN+PLOMBERIE/@44.6590748,2.3619058,8z/data=!4m10!1m2!2m1!1splombier+Lot!3m6!1s0x12b6b10054178eab:0x6673bb17bdcd7384!8m2!3d43.60606!4d3.8895773!15sCgxwbG9tYmllciBMb3RaDiIMcGxvbWJpZXIgbG90kgEHcGx1bWJlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSRWRHTk1lVjkzUlJBQuABAPoBBAhAED0!16s%2Fg%2F119x5dt3c?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",81293151700039,2015-07-27,10,actif,43.22A
Plombier Depannage Montpellier,plombier,09 73 03 39 80,Montpellier,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",12,Ouvert 24h/24,oui,"72 Av. du Pont Juvénal, 34000 Montpellier","https://www.google.com/maps/place/Plombier+Depannage+Montpellier/@44.6590748,2.3619058,8z/data=!3m1!5s0x12b6af9eb20c7a97:0x6f2272739ec3c2d6!4m10!1m2!2m1!1splombier+Lot!3m6!1s0x12b6af05bbbf299f:0xc41728bba533c488!8m2!3d43.6054012!4d3.890304!15sCgxwbG9tYmllciBMb3RaDiIMcGxvbWJpZXIgbG90kgEHcGx1bWJlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyeEdjR1JxV214alNHTXdUVmhDZDFSWVNqRmxhMXAyVTFaQ1RWVnVZeEFC4AEA-gEECAAQMg!16s%2Fg%2F11pb7m6gzs?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",88519788900029,2020-07-16,5,actif,43.22A
Hamani Plomberie,plombier,06 41 84 49 46,Montpellier,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",42,Ouvert 24h/24,oui,"16 Rue du Carr du Roi, 34000 Montpellier","https://www.google.com/maps/place/Hamani+Plomberie/@44.6590748,2.3619058,8z/data=!4m10!1m2!2m1!1splombier+Lot!3m6!1s0x12b6af61bfb20e17:0x526e7906dcdb5459!8m2!3d43.6130853!4d3.8692826!15sCgxwbG9tYmllciBMb3RaDiIMcGxvbWJpZXIgbG90kgEHcGx1bWJlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMVdlR0pYYkZSaU1sWXhaRE52TVZJeU1WZE9lbEY2V1ZoYU0yUlhZeEFC4AEA-gEECAAQRA!16s%2Fg%2F11yvms_0g2?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",10078287900017,2026-02-10,0,actif,43.22A
Poletto Gianni,plombier,06 78 17 78 12,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",10,,non,"128 Rue Charles Darwin, 46000 Cahors","https://www.google.com/maps/place/Poletto+Gianni/@44.4651376,0.2764994,9z/data=!4m10!1m2!2m1!1splombier+Cahors!3m6!1s0x12ac8935ee38dc83:0x5dcfe812470d6c27!8m2!3d44.4651376!4d1.4300639!15sCg9wbG9tYmllciBDYWhvcnNaESIPcGxvbWJpZXIgY2Fob3JzkgEHcGx1bWJlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOc1h6Wm1ha1ozRUFF4AEA-gEECAAQMA!16s%2Fg%2F11ft18qbb3?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",81034605600015,2015-04-01,11,actif,43.22A
Entreprise Joly Plomberie,plombier,05 65 53 96 72,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,3",6,Ouvert · Ferme à 20:30,oui,"363 Rte du Roc, 46000 Cahors","https://www.google.com/maps/place/Entreprise+Joly+Plomberie/@44.4831265,0.8662345,9z/data=!4m10!1m2!2m1!1splombier+Cahors!3m6!1s0x12ac8e64d3a04f1f:0x273e671f1bf2d601!8m2!3d44.510205!4d1.4336029!15sCg9wbG9tYmllciBDYWhvcnOSAQdwbHVtYmVy4AEA!16s%2Fg%2F11gy19v398?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",50153146100033,2008-01-07,18,actif,43.22A
DELPECH Chauffage & Climatisation CAHORS,plombier,05 65 22 05 45,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,1",93,Fermé · Ouvre à 13:30,non,"112 Chem. de Belle Croix, 46000 Cahors","https://www.google.com/maps/place/DELPECH+Chauffage+%26+Climatisation+CAHORS/@44.4651376,0.2764994,9z/data=!4m9!1m2!2m1!1splombier+Cahors!3m5!1s0x12ac8981a275b349:0xd9dcf888086fd9e2!8m2!3d44.4260368!4d1.439854!16s%2Fg%2F11h24js8sl?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Arrighi Christophe,plombier,06 83 57 65 64,Cahors,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,4",7,,non,"Fontanelles 83, 46000 Cahors","https://www.google.com/maps/place/Arrighi+Christophe/@44.4651376,0.2764994,9z/data=!4m10!1m2!2m1!1splombier+Cahors!3m6!1s0x12ac89605d963f55:0x3d037da2d5b82d57!8m2!3d44.445621!4d1.441455!15sCg9wbG9tYmllciBDYWhvcnNaESIPcGxvbWJpZXIgY2Fob3JzkgEHcGx1bWJlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNXJlbUpFVGxCamJYQm9WMnBPVG1NeU1XbGhWRVp4V2tVMWFHRllZeEFC4AEA-gEECAAQIg!16s%2Fg%2F11b6d2pvzl?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",41011637000041,1997-01-06,29,actif,43.22B
Alex plomberie chauffage,plombier,06 38 10 09 70,,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"3,8",4,Ouvert · Ferme à 19:00,oui,,"https://www.google.com/maps/place/Alex+plomberie+chauffage/@44.6564075,-0.6399933,9z/data=!4m10!1m2!2m1!1splombier+Cahors!3m6!1s0x12ac634e0097f765:0xf64121d65f1b6ce9!8m2!3d44.6564075!4d0.5135712!15sCg9wbG9tYmllciBDYWhvcnNaESIPcGxvbWJpZXIgY2Fob3JzkgEHcGx1bWJlcpoBIENoUkRTVWhOTUc5blMwVkpRMEZuVFVSM2JIRkJhQkFC4AEA-gEECAAQJg!16s%2Fg%2F11lglh78ck?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",82403877200029,2016-12-01,9,actif,43.22A
Plombier 46,plombier,07 84 76 95 65,,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,7",13,Ouvert · Ferme à 21:00,oui,,"https://www.google.com/maps/place/Plombier+46/@44.6066794,0.869527,9z/data=!4m10!1m2!2m1!1splombier+Cahors!3m6!1s0x2f25e59135373935:0x7c43171917d719e7!8m2!3d44.6066794!4d2.0230915!15sCg9wbG9tYmllciBDYWhvcnNaESIPcGxvbWJpZXIgY2Fob3JzkgEHcGx1bWJlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNU9hRkZYWjNsa1ZGWnBWRmQwYW1NelFuQlRiR2hVVVhwck5GWlhZeEFC4AEA-gEECAAQMA!16s%2Fg%2F11mrdvf4dy?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",97838424600010,2023-08-03,2,actif,43.22A
chauffage plomberie dépannage sav HERVÉ DÉPANNAGE,plombier,06 26 04 22 46,Figeac,Lot,occitanie-rurale,Lot / Aveyron / Lozère,"4,8",46,Fermé · Ouvre à 14:00,non,"12 Pl. de l'Estang, 46100 Figeac","https://www.google.com/maps/place/chauffage+plomberie+d%C3%A9pannage+sav+HERV%C3%89+D%C3%89PANNAGE/@44.5579351,1.7914614,11z/data=!4m10!1m2!2m1!1splombier+Figeac!3m6!1s0x12ad16d2b08016b9:0xdd0e26f5fd9c338!8m2!3d44.6079532!4d2.0363694!15sCg9wbG9tYmllciBGaWdlYWNaESIPcGxvbWJpZXIgZmlnZWFjkgEHcGx1bWJlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMWVVbHlTa2RSRUFF4AEA-gEECAAQSg!16s%2Fg%2F11gd39mkw_?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",53855258900045,2012-01-02,14,actif,95.29Z
