name,metier,phone,ville,departement,region,region_label,rating,reviews,hours_status,is_open_now,address,maps_url,siret,created_at,age_years,legal_status,naf_code
Bru Alexandre,electricien,06 08 62 58 66,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",2,,non,"215 Rue du Ravin de Sainte-Marthe, 12100 Millau","https://www.google.com/maps/place/Bru+Alexandre/@44.0861967,2.9045239,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0x12b24b1e40cbf001:0xfb81c16a380cbef9!8m2!3d44.098511!4d3.046478!15sChJlbGVjdHJpY2llbiBNaWxsYXWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1thzwvn8?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",90002205400010,2021-06-01,4,actif,56.21Z
PAPAIS Électricité Plomberie Sanitaire,electricien,06 11 66 29 74,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 18:30,oui,"L'Hôpital du Larzac, 12100 Millau","https://www.google.com/maps/place/PAPAIS+%C3%89lectricit%C3%A9+Plomberie+Sanitaire/@44.0836348,2.9769082,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0xaca709a5caa5b391:0x55e954bb55da5c2f!8m2!3d44.0836348!4d3.1211038!15sChJlbGVjdHJpY2llbiBNaWxsYXVaFCISZWxlY3RyaWNpZW4gbWlsbGF1kgELZWxlY3RyaWNpYW6aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTm1iblZ4Uld0M1JSQULgAQD6AQQIHhAW!16s%2Fg%2F11y8jblsc1?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",51230169800035,2009-05-15,17,actif,43.21A
SVN Photovoltaique,electricien,07 80 25 34 58,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",5,Ouvert · Ferme à 19:00,oui,"6 Rue du Dr Dejean, 12100 Millau","https://www.google.com/maps/place/SVN+Photovoltaique/@44.0861967,2.9045239,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0x12b24b9dda003827:0x9713b89fa8d3e2f1!8m2!3d44.1031081!4d3.0822954!15sChJlbGVjdHJpY2llbiBNaWxsYXVaFCISZWxlY3RyaWNpZW4gbWlsbGF1kgELZWxlY3RyaWNpYW6aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnc1V1Zac1JqSmtSMHBSVkROb2JsSkdTazVSVm1oMVZqQk9WR1ZHUlJBQuABAPoBBQi3ARAw!16s%2Fg%2F11ltg1rj_b?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
BATI SERVICES 12 MILLAU,electricien,06 50 15 27 59,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,3",3,Ouvert · Ferme à 18:00,oui,"17 bis Rue de la Fraternité, 12100 Millau","https://www.google.com/maps/place/BATI+SERVICES+12+MILLAU/@44.0861967,2.9045239,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0x12b24bad9b1d54a1:0x35d3b49fde25b778!8m2!3d44.1014049!4d3.0808102!15sChJlbGVjdHJpY2llbiBNaWxsYXWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1hc458nd9?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",53855317300039,2012-01-02,14,actif,43.21A
Traver Frédéric,electricien,05 65 60 77 99,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",5,,non,"144 Rue de Malhourtet, 12100 Millau","https://www.google.com/maps/place/Traver+Fr%C3%A9d%C3%A9ric/@44.0861967,2.9045239,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0x12b24b02de7a2d51:0x150b7e9d412712ea!8m2!3d44.0952292!4d3.066188!15sChJlbGVjdHJpY2llbiBNaWxsYXWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1vgl53mh?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",34418743000030,1988-04-05,38,C,43.21A
ELM' ENERGIES,electricien,06 81 68 92 80,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",55,Ouvert 24h/24,oui,"AV, Av. John F Kennedy, 12100 Millau","https://www.google.com/maps/place/ELM'+ENERGIES/@44.0861967,2.9045239,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0x12b24bd042aa0415:0x70c0faaf466f09b6!8m2!3d44.0972019!4d3.0664876!15sChJlbGVjdHJpY2llbiBNaWxsYXVaFCISZWxlY3RyaWNpZW4gbWlsbGF1kgEHcGx1bWJlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOZmRuQmZkVWhSRUFF4AEA-gEECAAQMg!16s%2Fg%2F11n0kvnd2y?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",89096098200027,2020-08-05,5,actif,43.22A
Martin Jose,electricien,05 65 61 16 30,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",2,,non,"100 Imp. Charles Pestre, 12100 Millau","https://www.google.com/maps/place/Martin+Jose/@44.0861967,2.9045239,12z/data=!4m10!1m2!2m1!1selectricien+Millau!3m6!1s0x12b24b72b3d33c55:0x98ae7ac19c2ba98b!8m2!3d44.1123343!4d3.066931!15sChJlbGVjdHJpY2llbiBNaWxsYXWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11b6d58zvg?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",80118396300017,2014-04-01,12,C,43.21A
Fab Elec,electricien,05 65 45 31 42,Villefranche-de-Rouergue,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"3,9",7,,non,"233 Chem. de la Bégonie, 12200 Villefranche-de-Rouergue","https://www.google.com/maps/place/Fab+Elec/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ada7667657450f:0xdf73f6ceb59866af!8m2!3d44.373424!4d2.040327!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11b6dp9lxs?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",48223501700027,2005-05-01,21,actif,43.21A
Arnal Electricité,electricien,05 65 81 73 53,Villefranche-de-Rouergue,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,,non,"132 Les Cabrières, 12200 Villefranche-de-Rouergue","https://www.google.com/maps/place/Arnal+Electricit%C3%A9/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ada7c26cb64e15:0x72eb04d5a5f1e68f!8m2!3d44.3615915!4d1.9989736!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1tnzh7v5?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",34985900900020,1989-01-01,37,actif,43.21A
LAURENT Sylvain,electricien,06 84 67 15 80,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,0",7,Ouvert · Ferme à 18:00,oui,,"https://www.google.com/maps/place/LAURENT+Sylvain/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ada79baf2bc73b:0x6029151e72bcf117!8m2!3d43.6898017!4d2.2591964!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWVaJiIkZWxlY3RyaWNpZW4gdmlsbGVmcmFuY2hlIGRlIHJvdWVyZ3VlkgELZWxlY3RyaWNpYW6aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXRlaTFQWDBKM0VBReABAPoBBAhQECg!16s%2Fg%2F11bz_1qk5d?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",10284841300013,2026-03-22,0,C,88.10A
Monteiro José,electricien,06 07 19 68 69,Maleville,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert 24h/24,oui,12350 Maleville,"https://www.google.com/maps/place/Monteiro+Jos%C3%A9/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ad0a181e390bdd:0x25eaf565b67b404e!8m2!3d44.398383!4d2.076262!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAR9lbGVjdHJpY2FsX2luc3RhbGxhdGlvbl9zZXJ2aWNl4AEA!16s%2Fg%2F1tdhnwjn?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",40250264500029,1995-10-09,30,actif,43.21A
Calmettes Maxime,electricien,05 65 29 41 89,Martiel,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,,,,non,12200 Martiel,"https://www.google.com/maps/place/Calmettes+Maxime/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ad009805ecb79d:0x15088c1ed3c20596!8m2!3d44.393415!4d1.889809!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1tmmhj6m?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",49370396100018,2007-02-01,19,actif,43.21A
Viguie Père et Fils,electricien,05 65 81 97 93,Maleville,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,7",6,,non,"Vernheredonde, 12350 Maleville","https://www.google.com/maps/place/Viguie+P%C3%A8re+et+Fils/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ad0b11c4aead35:0x8b9d1307fe25351f!8m2!3d44.4279619!4d2.1133163!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F1wbkdws2?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",42377362100028,1999-07-01,26,actif,43.21A
ARTELEC 12,electricien,06 50 22 51 72,Villefranche-de-Rouergue,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 17:00,oui,"12 Pl. de la République, 12200 Villefranche-de-Rouergue","https://www.google.com/maps/place/ARTELEC+12/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x12ada704ae40c51f:0x45500f15b3b80b23!8m2!3d44.3486255!4d2.036717!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11b6d1kt5k?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",90823459400012,2021-12-14,4,actif,43.22B
Z'elec,electricien,06 02 33 22 65,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 20:00,oui,,"https://www.google.com/maps/place/Z'elec/@44.3515414,-2.5754916,7z/data=!4m10!1m2!2m1!1selectricien+Villefranche-de-Rouergue!3m6!1s0x4e08d8d9079fd305:0x1c92b5d09a4be94!8m2!3d44.3427642!4d2.014943!15sCiRlbGVjdHJpY2llbiBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQtlbGVjdHJpY2lhbuABAA!16s%2Fg%2F11t1lcskxh?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",42468400900014,1999-10-05,26,actif,43.21A
Sud Aveyron Chauffage,plombier,05 65 59 18 00,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",36,Fermé · Ouvre à 14:00,non,"300 Rue Etienne Delmas, 12100 Millau","https://www.google.com/maps/place/Sud+Aveyron+Chauffage/@44.1043689,1.9306193,9z/data=!4m10!1m2!2m1!1splombier+Aveyron!3m6!1s0x12b3b2f71bdfdfa5:0xd7b0d0f39b7ce993!8m2!3d44.1043689!4d3.0841838!15sChBwbG9tYmllciBBdmV5cm9uWhIiEHBsb21iaWVyIGF2ZXlyb26SARJoZWF0aW5nX2NvbnRyYWN0b3KaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjAxWm1KVlVuRlhWM2hEVDFkV1NVMVlaRXBsYlZKM1ZVZGtkVTlIWXhBQuABAPoBBAgUEC8!16s%2Fg%2F1td3tk8p?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",43399241900039,2000-12-20,25,actif,43.22B
CR PLOMBERIE,plombier,06 81 48 44 83,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",21,Ouvert · Ferme à 18:00,oui,,"https://www.google.com/maps/place/CR+PLOMBERIE/@44.3593495,1.4303159,9z/data=!4m10!1m2!2m1!1splombier+Rodez!3m6!1s0x68a79f38b5b7e509:0x51bf6309d2d6b30!8m2!3d44.3758878!4d2.4400711!15sCg5wbG9tYmllciBSb2RleloQIg5wbG9tYmllciByb2RlepIBB3BsdW1iZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlVhM1JtUlRoblJSQULgAQD6AQQIABAu!16s%2Fg%2F11vhwvc5p2?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",52290867200010,2009-07-01,16,actif,43.22A
HBI rénovation Rodez,plombier,06 77 31 91 14,Rodez,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",14,Ouvert 24h/24,oui,"5 Rue Jean Ferrieu, 12000 Rodez","https://www.google.com/maps/place/HBI+r%C3%A9novation+Rodez/@44.3593495,1.4303159,9z/data=!3m1!5s0x12b27d95e8a5c23f:0x39dda9ece8ed09a3!4m10!1m2!2m1!1splombier+Rodez!3m6!1s0x12ad6ef7bb17463d:0x29deb2ae834d5c21!8m2!3d44.352535!4d2.563705!15sCg5wbG9tYmllciBSb2RleloQIg5wbG9tYmllciByb2RlepIBB3BsdW1iZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnFkVFpYUjBsUkVBReABAPoBBAgAECw!16s%2Fg%2F1hc27xjvh?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",78985969100022,2012-11-24,13,actif,70.10Z
Andrieu florian A.F SOLUTIONS entretien dépannage chaudières,plombier,05 65 61 01 54,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",40,Ouvert · Ferme à 19:00,oui,,"https://www.google.com/maps/place/Andrieu+florian+A.F+SOLUTIONS+entretien+d%C3%A9pannage+chaudi%C3%A8res/@44.3593495,1.4303159,9z/data=!4m10!1m2!2m1!1splombier+Rodez!3m6!1s0x12b27d3bbb6d60ab:0xa62c94fa87fef5e!8m2!3d44.3474831!4d2.5677032!15sCg5wbG9tYmllciBSb2RleloQIg5wbG9tYmllciByb2RlepIBEmhlYXRpbmdfY29udHJhY3RvcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMmFEUlVjMWxSRUFF4AEA-gEECF0QGA!16s%2Fg%2F11b5_26857?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Espace Habitat Auguy & Fils – Rodez,plombier,05 65 42 61 74,Rodez,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,0",21,Ferme bientôt · 12:30 · Rouvre à 13:30,non,"3 Av. du Maréchal Joffre, 12000 Rodez","https://www.google.com/maps/place/Espace+Habitat+Auguy+%26+Fils+%E2%80%93+Rodez/@44.3593495,1.4303159,9z/data=!4m10!1m2!2m1!1splombier+Rodez!3m6!1s0x12b27d83231dee1b:0x83130e1a62104414!8m2!3d44.3621315!4d2.5762014!15sCg5wbG9tYmllciBSb2RleloQIg5wbG9tYmllciByb2RlepIBEmhlYXRpbmdfY29udHJhY3RvcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSc01uWnhXVFJSUlJBQuABAPoBBAgYEBI!16s%2Fg%2F1tgz7jrb?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",44060336300027,2002-01-01,24,actif,43.22A
JC PLOMBERIE 12,plombier,07 89 20 29 62,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",4,Ouvert · Ferme à 18:00,oui,,"https://www.google.com/maps/place/JC+PLOMBERIE+12/@44.3593495,1.4303159,9z/data=!4m10!1m2!2m1!1splombier+Rodez!3m6!1s0x4158be15447aa589:0xae48daf248835111!8m2!3d44.4015361!4d2.6129135!15sCg5wbG9tYmllciBSb2RleloQIg5wbG9tYmllciByb2RlepIBB3BsdW1iZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBDU2xkc1dYZFRXRlphWW1wa1ExSkZiekZQVlhSaFVsVkdVRlp1WXhBQuABAPoBBAgxEBQ!16s%2Fg%2F11y08cfqmz?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",79536724200042,2013-10-01,12,actif,43.22A
ALARY Valentin - AV SERVICES-,plombier,06 20 62 25 45,Olemps,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",17,Ouvert · Ferme à 20:00,oui,"Rue de Cassagnettes, 12510 Olemps","https://www.google.com/maps/place/ALARY+Valentin+-+AV+SERVICES-/@44.3593495,1.4303159,9z/data=!4m10!1m2!2m1!1splombier+Rodez!3m6!1s0x12b27dc33673d781:0x75aa3cfa283f10f3!8m2!3d44.3347694!4d2.5521786!15sCg5wbG9tYmllciBSb2RleloQIg5wbG9tYmllciByb2RlepIBEmhlYXRpbmdfY29udHJhY3RvcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydE9jVTVIT1RGT2JYQjRWVmhGZDJNeFNUSmxSemxEVmtWak1FeFlZeEFC4AEA-gEFCJcBEEY!16s%2Fg%2F11h7tbdhf0?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",51222121900052,2009-05-01,17,C,62.09Z
Sauzeau Cédric,plombier,05 65 45 11 62,Villefranche-de-Rouergue,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,3",12,Fermé · Ouvre à 14:00,non,"19 Rue Henry Mouly, 12200 Villefranche-de-Rouergue","https://www.google.com/maps/place/Sauzeau+C%C3%A9dric/@44.3598914,0.8782718,9z/data=!4m10!1m2!2m1!1splombier+Villefranche-de-Rouergue!3m6!1s0x12ada70b791a8637:0x61dafa126f435db4!8m2!3d44.3598914!4d2.0318363!15sCiFwbG9tYmllciBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWVaIyIhcGxvbWJpZXIgdmlsbGVmcmFuY2hlIGRlIHJvdWVyZ3VlkgEHcGx1bWJlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSR2EwMHRTMjlSUlJBQuABAPoBBAgAEDk!16s%2Fg%2F1tnfw0l5?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",47852370700014,2004-08-31,21,actif,43.22A
Rols habitat,plombier,06 79 06 62 04,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,,non,,"https://www.google.com/maps/place/Rols+habitat/@44.3160223,1.4921121,9z/data=!4m10!1m2!2m1!1splombier+Villefranche-de-Rouergue!3m6!1s0x12b27dc0adf86cb5:0x5f5ef7d34c18082f!8m2!3d44.3160223!4d2.6456766!15sCiFwbG9tYmllciBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWVaIyIhcGxvbWJpZXIgdmlsbGVmcmFuY2hlIGRlIHJvdWVyZ3VlkgESaGVhdGluZ19jb250cmFjdG9ymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsTlUxSVRHcG5SUkFC4AEA-gEECAAQKw!16s%2Fg%2F11j6sj8hx9?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",88115849700019,2020-01-30,6,actif,43.22A
Geraud Stéphane,plombier,05 65 45 65 50,Villefranche-de-Rouergue,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,2",5,,non,"61 Av. Caylet, 12200 Villefranche-de-Rouergue","https://www.google.com/maps/place/Geraud+St%C3%A9phane/@44.3373801,0.8794221,9z/data=!4m10!1m2!2m1!1splombier+Villefranche-de-Rouergue!3m6!1s0x12ada6fe077675f1:0xcacec8230ce0e2f!8m2!3d44.3373801!4d2.0329866!15sCiFwbG9tYmllciBWaWxsZWZyYW5jaGUtZGUtUm91ZXJndWWSAQdwbHVtYmVy4AEA!16s%2Fg%2F1vff2lj8?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",45211034900035,2004-02-15,22,actif,68.20A
Maestre Paysage,paysagiste,06 32 88 56 99,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,9",15,,non,,"https://www.google.com/maps/place/Maestre+Paysage/@44.3254278,0.2435599,8z/data=!4m10!1m2!2m1!1spaysagiste+Aveyron!3m6!1s0x12b27f583df8a731:0x323d368b6323cba5!8m2!3d44.3254278!4d2.5506888!15sChJwYXlzYWdpc3RlIEF2ZXlyb25aFCIScGF5c2FnaXN0ZSBhdmV5cm9ukgESbGFuZHNjYXBlX2Rlc2lnbmVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIxZFdGdE5HZG5SUkFC4AEA-gEFCMABEB0!16s%2Fg%2F11h6fc2n6b?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",83265220000037,2017-10-02,8,actif,81.30Z
Paysage Piscine,paysagiste,06 07 38 34 48,Saint-Georges-de-Luzençon,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",14,,non,"7 Avenue du Viaduc, 12100 Saint-Georges-de-Luzençon","https://www.google.com/maps/place/Paysage+Piscine/@44.0799591,0.6867395,8z/data=!4m10!1m2!2m1!1spaysagiste+Millau!3m6!1s0x12b249e5abef7569:0x507a67e9d8bd24d5!8m2!3d44.0799591!4d2.9938684!15sChFwYXlzYWdpc3RlIE1pbGxhdVoTIhFwYXlzYWdpc3RlIG1pbGxhdZIBCmxhbmRzY2FwZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFXVkZWdWFFUmtSMHBXWTFad1NXSkdhM2hpVjFVelVWWlNabGRGUlJBQuABAPoBBAgAEDc!16s%2Fg%2F11rx_r71_k?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",48774884000047,2006-01-02,20,actif,81.30Z
Sola Paul,paysagiste,06 47 89 45 57,Creissels,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",11,Ouvert · Ferme à 18:00,oui,"8 A Av. Charles de Gaulle, 12100 Creissels","https://www.google.com/maps/place/Sola+Paul/@44.1098092,0.7559378,8z/data=!4m10!1m2!2m1!1spaysagiste+Millau!3m6!1s0x80370066a0010c9:0x9bac4471e5311d6f!8m2!3d44.0879488!4d3.0653905!15sChFwYXlzYWdpc3RlIE1pbGxhdVoTIhFwYXlzYWdpc3RlIG1pbGxhdZIBCmxhbmRzY2FwZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVDVFdWR1pFWlphMDVzVTIxemVWcHJORE5XUldoNVpHeEtjazFJWXhBQuABAPoBBAhnEBs!16s%2Fg%2F11xt304w51?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",93219700700010,2024-09-02,1,actif,81.30Z
Traverses - Carres Verts,paysagiste,04 67 75 25 88,Montpellier,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,,non,"9 Rue Vezian, 34000 Montpellier","https://www.google.com/maps/place/Traverses+-+Carres+Verts/@44.1098092,0.7559378,8z/data=!3m1!5s0x12b6aeffd7e3d02f:0x1e502daf682bb2ec!4m10!1m2!2m1!1spaysagiste+Millau!3m6!1s0x12b6af00280c4af1:0x8a8c201cce74f550!8m2!3d43.612567!4d3.8654905!15sChFwYXlzYWdpc3RlIE1pbGxhdZIBCWFyY2hpdGVjdOABAA!16s%2Fg%2F11b6d28m_l?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",38080577000084,1991-01-02,35,C,71.11Z
Crea Verdé,paysagiste,06 76 10 29 63,Millau,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,6",5,,non,"251 Imp. de la Patte d'Oie, 12100 Millau","https://www.google.com/maps/place/Crea+Verd%C3%A9/@44.1098092,0.7559378,8z/data=!4m10!1m2!2m1!1spaysagiste+Millau!3m6!1s0x12b24b48184996bb:0x561570cccf084557!8m2!3d44.1118748!4d3.0886785!15sChFwYXlzYWdpc3RlIE1pbGxhdZIBEmxhbmRzY2FwZV9kZXNpZ25lcuABAA!16s%2Fg%2F11fj25f142?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",81766419600018,2016-01-05,10,actif,81.30Z
Vertica Paysage,paysagiste,06 12 68 82 25,,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",5,Ouvert 24h/24,oui,,"https://www.google.com/maps/place/Vertica+Paysage/@44.1098092,0.7559378,8z/data=!4m10!1m2!2m1!1spaysagiste+Millau!3m6!1s0x8d696a680c6ede37:0x3a63dfae980ade21!8m2!3d44.1726552!4d3.1672734!15sChFwYXlzYWdpc3RlIE1pbGxhdVoTIhFwYXlzYWdpc3RlIG1pbGxhdZIBDHRyZWVfc2VydmljZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyeFJNV0ZWZUZsVk1FcHlUVWhHYTFwVmJ6RlVSRnBvV2tkb2RsRldSUkFC4AEA-gEFCMsBEB8!16s%2Fg%2F11xrz7kylx?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",98808610400011,2025-08-01,0,actif,81.30Z
Edelweiss Paysage,paysagiste,06 10 57 76 76,Rivière-sur-Tarn,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",4,Ouvert · Ferme à 18:00,oui,"36 Chem. de Ribous, 12640 Rivière-sur-Tarn","https://www.google.com/maps/place/Edelweiss+Paysage/@44.1098092,0.7559378,8z/data=!4m10!1m2!2m1!1spaysagiste+Millau!3m6!1s0x12b3b31fa69658ef:0x464f6db41cb69dca!8m2!3d44.1900425!4d3.1315371!15sChFwYXlzYWdpc3RlIE1pbGxhdVoTIhFwYXlzYWdpc3RlIG1pbGxhdZIBCmxhbmRzY2FwZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnVOVkJ4ZWtobkVBReABAPoBBAgqEEA!16s%2Fg%2F11pyjnhyrw?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",94812967100012,2023-01-01,3,actif,81.30Z
